halo_subs_idx,host_id,R_vir_host_kpc,r_gal_kpc,mpeak,vpeak,r_acc_kpc,M_V,r_half_kpc,mu_V,M_star,base_survival,f_wdm,weight,cosmo
51,23,278.48857142857145,277.9646894327308,153400000.0,10.99,15.661428571428571,-0.6194217374673983,0.028699030738415173,30.235364080500972,201.86856461571006,0.9936598890353152,0.9987817411941953,0.992449354125523,CDM
52,23,278.48857142857145,119.63943619842138,159300000.0,12.54,16.142857142857146,-0.8696965764732658,0.023702537700730362,29.569727324561867,254.20180534177962,0.9991117900570522,0.9988268086883623,0.9979396407856025,CDM
53,23,278.48857142857145,224.18312667485347,635900000.0,25.19,22.472857142857144,-6.467992761948435,0.035584152741608886,24.85374005763645,44105.94227925867,0.643640640275525,0.9997058426132097,0.6434513086267496,CDM
54,23,278.48857142857145,92.47190968956,450900000.0,27.19,27.05,-6.987991393682106,0.052803929579240565,25.19078949320401,71202.71559428347,0.3864369697202996,0.9995852029376959,0.38627667680049393,CDM
55,23,278.48857142857145,137.31970368599806,175100000.0,13.92,17.240000000000002,-1.9328130456629005,0.03076200230659527,29.072709627173865,676.745253236224,0.9702694861037782,0.9989325570395488,0.9692337787710961,CDM
56,23,278.48857142857145,159.32935853067576,168600000.0,14.12,16.38142857142857,-2.1662733998121677,0.2455835342252093,33.35017249639996,839.0915738365553,0.9833547988376827,0.9988914499880382,0.9822647008636686,CDM
57,23,278.48857142857145,240.32755029037037,184100000.0,13.94,14.884285714285715,-2.690333270218151,0.0030048432925222877,23.264225539496618,1359.6693512540512,0.9979319241436898,0.998984687312878,0.9969187112002227,CDM
58,23,278.48857142857145,114.95318124154794,132500000.0,14.13,15.184285714285714,-1.9648004964550605,0.21228538883477843,33.23524969244873,696.9798114044149,0.9988502575046324,0.998589850453155,0.9974417292666462,CDM
59,23,278.48857142857145,264.71622580431864,190300000.0,13.15,17.177142857142858,-2.0719386452532946,0.03058370213932264,28.920961302403875,769.2640873103172,0.9184207715691142,0.9990177336825365,0.917518637779943,CDM
60,23,278.48857142857145,148.57171771950124,156200000.0,13.64,15.805714285714286,-1.4162187391387624,0.09899147962305266,32.12722001020208,420.5208132750764,0.9811989670268584,0.9988035531201315,0.9800250145842289,CDM
61,23,278.48857142857145,242.1052183136411,233500000.0,19.74,16.554285714285715,-4.6410186946612795,0.008767498720532365,23.638809532112187,8197.991767620619,0.6627929401687782,0.9991993172256791,0.6622622532786436,CDM
62,23,278.48857142857145,207.12544655894035,297800000.0,18.1,17.895714285714284,-4.168553424725254,0.5149251783039652,32.95561688642033,5305.439541793325,0.7130895396911224,0.9993720889244205,0.7126417828712706,CDM
63,23,278.48857142857145,98.86983196845163,260300000.0,18.82,14.58,-4.607519476451791,0.3855433860348841,31.888296480636726,7948.913858001022,0.9978980434292173,0.9992816945093186,0.9971812477854818,CDM
64,23,278.48857142857145,226.99897014960655,150900000.0,11.51,15.284285714285716,-0.9911561704217178,0.25023463856221506,34.56603063268026,284.29057910700067,0.971698444941623,0.9987615831014182,0.9704950771670816,CDM
65,23,278.48857142857145,69.3089033359476,637000000.0,25.65,28.05428571428572,-6.993103894063224,0.006908405376183471,20.76923484420596,71538.78462406596,0.3146876473447475,0.9997063504273831,0.3145952394515969,CDM
66,23,278.48857142857145,181.08095945611907,411100000.0,21.21,16.64142857142857,-5.172125535590934,0.21548805783153965,30.060440169932537,13370.578995825646,0.695124862377297,0.9995450633739764,0.694808624617742,CDM
67,23,278.48857142857145,105.56209604991066,376200000.0,24.12,17.795714285714286,-6.093148730075614,0.11324993803958226,27.742490806205396,31229.10170216316,0.5702378025995699,0.9995028800792357,0.5699543260283249,CDM
68,23,278.48857142857145,69.61477235911642,412800000.0,21.31,18.147142857142857,-5.6295862546574424,0.004297519941795851,21.1019529193472,20376.73051381899,0.7238509387007732,0.9995469360486345,0.7235229879342858,CDM
69,23,278.48857142857145,217.67492426336992,210400000.0,17.27,13.510000000000002,-3.694882456315354,0.04566617765042511,28.168540523676896,3429.675116757486,0.997749987699183,0.9991114880649331,0.9968634749268994,CDM
70,23,278.48857142857145,199.94948800910245,265600000.0,16.28,15.98,-2.875666875463393,0.0978039423477064,30.641564600318116,1612.7488845383127,0.8310532125124047,0.9992960180239967,0.8304681660296963,CDM
71,23,278.48857142857145,213.09575216750807,97850000.0,13.27,13.92142857142857,-1.4039697272835001,0.12062312886514685,32.568632891232404,415.80326088931724,0.9982220594745981,0.9980914553929665,0.996316908146366,CDM
72,23,278.48857142857145,247.71823773417205,155400000.0,16.63,16.041428571428572,-3.158753751659069,0.07221744917129151,29.699906641379755,2093.1555361365185,0.6468217059337275,0.9987974012499987,0.6460438389586979,CDM
73,23,278.48857142857145,127.67934725039585,346800000.0,20.15,16.07857142857143,-5.085580220527565,0.08715939218420318,28.181440415285223,12346.165324759148,0.9104948219282274,0.9994607595351026,0.9100038462771641,CDM
74,23,278.48857142857145,253.91013997804498,111700000.0,14.35,14.985714285714288,-2.4326596761345547,0.571316105624336,34.917172330582346,1072.4174460447382,0.9514697508624225,0.9983277035168221,0.949878611344205,CDM
75,23,278.48857142857145,124.94942650397702,110500000.0,12.97,14.754285714285714,-1.8721793705859051,0.3767272284188492,34.57340535280844,639.9878782023261,0.9875259622159304,0.9983095736852052,0.9858566223428575,CDM
76,23,278.48857142857145,178.3332451522413,135400000.0,15.64,15.127142857142859,-2.8740018065939212,0.0004765000566015568,19.081762647113724,1610.277492403455,0.915530669865112,0.9986200111757386,0.9142672477724296,CDM
77,23,278.48857142857145,256.1439176139317,430900000.0,19.84,15.722857142857144,-4.851407122507957,0.03168629928717715,26.218400148092606,9950.911161194894,0.6094705594776968,0.9995659587458073,0.6092060241116676,CDM
78,23,278.48857142857145,78.48639294521014,361500000.0,22.63,21.535714285714285,-5.997149335276714,0.05150169511818121,26.127407953480535,28586.417624343576,0.8926305377296755,0.999482675754706,0.8921687583104181,CDM
79,23,278.48857142857145,177.17158638000862,247300000.0,18.49,17.08857142857143,-4.162203584383886,0.0032314216059946845,21.950214208713263,5274.501664939833,0.5692216109110546,0.9992439635109621,0.568791258602857,CDM
80,23,278.48857142857145,197.62800346889543,150300000.0,16.4,14.875714285714286,-3.536717063676048,0.059577549361846054,28.904145783007756,2964.7414513187655,0.9353994630659723,0.9987566454992742,0.9342364299335928,CDM
81,23,278.48857142857145,231.29368688279237,108000000.0,13.37,13.362857142857143,-1.6247983224270426,0.3629917922218086,34.740135374019644,509.5881601398574,0.9958707248045773,0.998270511463139,0.9941483778018324,CDM
82,23,278.48857142857145,119.52094940610709,459600000.0,26.57,22.194285714285716,-6.852510309025081,0.011670030514608186,22.04829932003563,62849.83235777421,0.26386771962438327,0.9995930516288587,0.26376033908568536,CDM
83,23,278.48857142857145,210.85001439751284,128900000.0,12.71,13.507142857142858,-1.346261546171128,0.08234203176404563,31.797296019099456,394.27988250982656,0.9977404288801917,0.9985505242861887,0.9962942283598422,CDM
84,23,278.48857142857145,232.6661267365986,115900000.0,14.68,15.88,-2.133471210621181,0.012002107082668268,26.828265946364038,814.12011307744,0.8050838915162659,0.9983882062558191,0.8037862623363792,CDM
85,23,278.48857142857145,237.79634830103615,157400000.0,10.96,16.73,-0.5485885735153762,0.018595964628575986,29.363954654576784,189.11911609759866,0.929680412736372,0.9988126638123264,0.9285765695393587,CDM
86,23,278.48857142857145,166.05641775478134,171200000.0,16.99,15.555714285714286,-3.475784153121487,0.5911820527051435,33.9482717234506,2802.9390960373385,0.6228187087699251,0.9989082669712451,0.6221387570146345,CDM
87,23,278.48857142857145,247.75040641248964,152300000.0,12.0,17.405714285714286,-1.056669242756361,0.023667758434210696,29.379566068069174,301.97271042328276,0.8753051714684947,0.9987729530652287,0.8742311309408549,CDM
88,23,278.48857142857145,80.708765930093,191800000.0,18.05,16.42,-4.259236332651372,0.11709949558377039,29.648988459820213,5767.592030479025,0.49591895268477015,0.9990254081156202,0.4954356340981735,CDM
89,23,278.48857142857145,151.51374558778323,425200000.0,20.91,18.312857142857144,-5.344131129063833,0.0028012799366062763,20.458101095675453,15665.795450445381,0.4795105259114161,0.9995601427970016,0.4792996097526804,CDM
90,23,278.48857142857145,125.5366488483717,96720000.0,11.34,13.92142857142857,-0.8644552636429985,1.0206165670678164,37.74530747575254,252.97762175811314,0.9793419068617424,0.998069200736911,0.9774509942296615,CDM
91,23,278.48857142857145,270.2496264793861,111100000.0,12.35,13.41857142857143,-1.2316629818279772,0.12662435353860163,32.846372894814834,354.7849532514603,0.9720001057683355,0.9983186874737302,0.9703658698149716,CDM
92,23,278.48857142857145,146.78252203688766,127700000.0,14.68,14.04857142857143,-2.40386067736189,0.036308100358800006,28.961606629550282,1044.3456712268317,0.9166759032856725,0.9985369235564793,0.9153347363652321,CDM
93,23,278.48857142857145,117.85329517529523,675600000.0,25.71,18.16,-6.705036964829174,0.15199496362355416,27.769558694910486,54867.45118525823,0.19715805746187842,0.9997231232504926,0.1971034689797892,CDM
94,23,278.48857142857145,113.12514381543839,110500000.0,14.06,16.234285714285715,-1.640318572410762,0.005441359085437418,25.60366803225795,516.9248720959885,0.7943654487450513,0.9983095736852052,0.793022632486929,CDM
95,23,278.48857142857145,100.61181920264244,91930000.0,11.0,13.297142857142857,0.10125660911084111,0.3245412242720838,36.22305563063044,103.9435047863846,0.9937584347104518,0.9979688020843741,0.9917399146492323,CDM
96,23,278.48857142857145,252.96649048069682,103500000.0,13.97,12.51142857142857,-1.7201555961392403,0.026412242593101036,28.9543204625514,556.368122023951,0.994379793674424,0.9981954526870828,0.9925853882897296,CDM
97,23,278.48857142857145,262.66380894711864,98410000.0,11.33,14.522857142857145,-0.27597369788982107,0.035933869467246186,31.066995902305877,147.1260174264503,0.8488372692456458,0.9981022952111863,0.8472264266948748,CDM
98,23,278.48857142857145,160.8391971720225,178200000.0,16.69,14.088571428571429,-3.64730501398411,0.02194972202026243,26.625289779612686,3282.630539613269,0.7364307606807804,0.9989511068981134,0.7356583235358852,CDM
99,23,278.48857142857145,198.92238718266097,257400000.0,20.01,12.952857142857145,-4.542644009803108,0.017818288169709297,25.27713555292988,7487.858070496551,0.9732762152615797,0.9992736076206363,0.9725692348357978,CDM
100,23,278.48857142857145,236.00136327866596,148300000.0,15.83,15.457142857142859,-2.9810838359359186,0.1636505021897723,31.653952546727066,1777.1886639731601,0.5429911355352774,0.9987398986369441,0.5423069116652622,CDM
101,23,278.48857142857145,214.6489649713397,92490000.0,12.05,13.59714285714286,-1.5379523724144608,0.0725494127569991,31.33066680568337,470.41476976393943,0.9677555399364218,0.9979810754413032,0.9658017145100293,CDM
102,23,278.48857142857145,80.23948465661007,97850000.0,13.65,12.907142857142858,-1.8859836876865046,0.13326560050131137,32.30305628615042,648.1767890658307,0.9902909107591774,0.9980914553929665,0.9884008963820538,CDM
103,23,278.48857142857145,169.141144417003,187500000.0,15.91,16.405714285714286,-3.409103977338124,0.05418217327876687,28.82562779782242,2635.976844603717,0.47557504036845655,0.9990030798693355,0.47510093003707166,CDM
104,23,278.48857142857145,274.6911753892671,86290000.0,10.94,13.875714285714285,-0.03780265057045362,0.11218057712044213,33.77723537000533,118.14655433019148,0.9161402726819543,0.9978363296736529,0.9141580471591808,CDM
105,23,278.48857142857145,233.45883918120487,100400000.0,11.72,14.457142857142857,-0.8047928764269914,0.025207718405804182,29.768324488020866,239.45127318572568,0.8764512572390296,0.9981398387602137,0.8748209165817517,CDM
106,23,278.48857142857145,259.0848277286507,101000000.0,11.21,11.96,-0.21332724020985427,1.6605894890740505,39.45343385403654,138.87718218106778,0.992309059696708,0.9981508686861952,0.9904741499414507,CDM
107,23,278.48857142857145,270.59176005977037,137300000.0,11.73,16.25714285714286,-0.7643776732533718,0.004206364111500112,25.920606314632373,230.70184583282796,0.9481270805353084,0.9986390817690542,0.9468367571061544,CDM
108,23,278.48857142857145,202.5271707647117,80650000.0,10.67,13.472857142857142,-0.47287843996166146,0.37257573843844516,35.94864408538043,176.38082758011433,0.9700438146190562,0.9976853722952871,0.9677985243309535,CDM
109,23,278.48857142857145,165.12796460283928,217100000.0,14.82,14.01857142857143,-2.018097326070186,0.45718966212987905,34.847834353149246,732.0469414028826,0.784784739264796,0.9991388850149409,0.7841089493657694,CDM
110,23,278.48857142857145,142.5758301639432,156800000.0,13.53,13.772857142857143,-2.0970255420446486,0.01196987382272977,26.858871990999226,787.2455543578149,0.8456234267384162,0.9988081258765197,0.8446155500578779,CDM
111,23,278.48857142857145,273.08808962289004,184700000.0,14.59,14.144285714285715,-2.589453813862435,1.8818037142614856,37.348867464022426,1239.0291546399394,0.7212084979505049,0.9989879822126724,0.7204786221222071,CDM
112,23,278.48857142857145,242.33251148463668,75570000.0,11.16,12.877142857142857,-0.3046447984013261,0.23335495591008937,35.100890016053214,151.06293535305036,0.9660670821809537,0.9975301635986613,0.9636810545352481,CDM
113,23,278.48857142857145,159.43967767255387,176000000.0,16.43,14.095714285714289,-2.884335435658153,0.23998179837037795,32.582005752814446,1625.67667383179,0.8216892655028142,0.9989380097285412,0.820816639496688,CDM
114,23,278.48857142857145,193.51824308876036,136200000.0,14.09,13.102857142857145,-2.271991558920341,0.048615476840991906,29.72733086123122,924.9039273628796,0.8452131866425039,0.9986281056607468,0.8440536434562869,CDM
115,23,278.48857142857145,229.50417629920136,91640000.0,12.4,14.481428571428573,-1.1108646091198802,0.03509395178320171,30.180746437050985,317.428446485544,0.8321695328355514,0.9979623874063783,0.8304738937154175,CDM
116,23,278.48857142857145,257.63666434793265,125200000.0,15.02,13.667142857142858,-2.80387298506976,0.03403551495165661,28.42123831479203,1509.5558795511379,0.7428476422379198,0.9985077525869149,0.7417391297654738,CDM
117,23,278.48857142857145,87.04653575965054,88540000.0,10.77,13.565714285714288,-0.2557778296772595,0.09025328442607021,33.08698691804911,144.41461004100978,0.8954328596836565,0.9978911968552745,0.8935445680532651,CDM
118,23,278.48857142857145,203.6611451426515,188600000.0,17.56,14.360000000000001,-4.446524232575254,0.49154397561034857,32.576737326989665,6853.457012042951,0.8081633774993284,0.9990088885638916,0.8073623975336448,CDM
119,23,278.48857142857145,164.73618550982877,161600000.0,16.46,15.508571428571429,-3.320266472384188,0.07087877992396875,29.49776436446022,2428.8829649678614,0.8428789781835455,0.9988434869284776,0.8419041776275648,CDM
120,23,278.48857142857145,126.19171841257456,117000000.0,13.29,13.91,-1.4536000249542633,0.010945224340924856,27.307972983924564,435.25123290070457,0.9578483057640855,0.9984033355549101,0.9563189434304824,CDM
121,23,278.48857142857145,123.16665497592955,177400000.0,17.04,17.652857142857144,-3.7247104495430348,0.22351607464284554,31.587283030451516,3525.203395918173,0.90336182633741,0.9989463818365958,0.9024100279090549,CDM
122,23,278.48857142857145,183.79415115830298,75570000.0,10.7,12.824285714285715,-0.276645532748077,0.206013751822998,34.858285194883926,147.21708464382849,0.9695547853553929,0.9975301635986613,0.96716014365343,CDM
123,23,278.48857142857145,272.16850272864286,102600000.0,12.63,11.871428571428574,-1.9086149151890934,0.1257592085587034,32.15453373348353,661.829263537872,0.9382977217125332,0.9981796522849855,0.9365896935988105,CDM
124,23,278.48857142857145,219.19538623552214,85440000.0,10.89,12.394285714285715,-0.6228003320962197,0.1506866034083815,33.83302255709312,202.49771773836358,0.9508825736051402,0.9978148516684942,0.9488047541359689,CDM
125,23,278.48857142857145,205.44634236666246,70210000.0,11.32,12.610000000000001,-0.7433488273651649,0.02897554644819033,30.1322590187697,226.27654085148407,0.9248851225702122,0.9973421140365386,0.9224268833851185,CDM
126,23,278.48857142857145,128.15521361033757,381500000.0,24.63,16.404285714285717,-6.923709887356909,0.012036216126332057,22.04418967091527,67109.49255648303,0.12611142182782964,0.999509782929738,0.12604959985609462,CDM
127,23,278.48857142857145,20.072994346656998,303100000.0,15.89,18.1,-2.7255408658112135,0.014311853694452968,26.618388244719494,1404.4825456250796,0.42707502089437155,0.9993830617558593,0.42681154198086463,CDM
128,23,278.48857142857145,164.13481827884243,65140000.0,10.26,11.645714285714286,0.3365270446049413,0.0029329184284082217,26.238476637316,83.69300898185094,0.9827667693705041,0.9971358399909371,0.9799519680914373,CDM
129,23,278.48857142857145,175.03193236361722,115600000.0,13.38,12.760000000000002,-1.537733144400307,0.06706189363864261,31.160095589078136,470.3197948663332,0.7769689941003822,0.9983840301935515,0.7757134356653693,CDM
130,23,278.48857142857145,178.04817107875982,117600000.0,15.51,14.577142857142858,-2.8249688414747656,0.043889432350799285,28.95228064882997,1539.1733550258173,0.3819133961446243,0.9984114687962243,0.3813067147977086,CDM
131,23,278.48857142857145,256.10217030054883,139600000.0,12.84,16.26,-1.07373053772079,0.02659521026511551,29.615736274462456,306.7553989226577,0.8253568404433691,0.9986614736104054,0.8242520785316032,CDM
132,23,278.48857142857145,166.41209053896534,144400000.0,14.53,12.488571428571431,-2.697880640604147,0.00035706682252288906,18.63131652453955,1369.1538634659314,0.9461002108785168,0.9987059096926746,0.9448758717658604,CDM
133,23,278.48857142857145,189.7154765453145,59220000.0,10.48,11.53142857142857,0.03261080779336467,0.0054912500971679165,27.296416598479844,110.72754648827858,0.9815528838810832,0.9968504270482264,0.9784614114672759,CDM
